time/s,reltime/s,C/mA.h,C/A.h,Ewe/V,Ece/V,Ewe-Ece/V,,soc_init (lookup in 0.2C),,Q/Q_max,soc_cell
517174.393203563,0,4.04300106896294E-07,4.04300106896294E-10,0.647970914840698,-1.03554415702819,1.68351507186889,,0.000114834185742365,,5.54595482710966E-06,0.000120369359629149
517174.393403562,0.000199999019969255,8.09059328503078E-07,8.09059328503078E-10,0.706936061382293,-1.03814768791198,1.74508374929428,,,,1.10982075240477E-05,1.10874266435812E-05
517174.393603562,0.000399999029468745,1.21399866210089E-06,1.21399866210089E-09,0.733266592025756,-1.03875863552093,1.77202522754669,,,,1.66529308930163E-05,1.66421500724353E-05
517174.393803562,0.000599998980760574,1.61898748079935E-06,1.61898748079935E-09,0.746765971183776,-1.03999960422515,1.78676557540893,,,,2.22083330699499E-05,2.21975523092617E-05
517174.394003561,0.000799998000729829,2.02400808864169E-06,2.02400808864169E-09,0.754785418510437,-1.0406105518341,1.79539597034454,,,,2.77641713119573E-05,2.77533906111666E-05
517174.394203561,0.000999998010229319,2.42908869849311E-06,2.42908869849311E-09,0.760074436664581,-1.04125964641571,1.80133408308029,,,,3.33208326267916E-05,3.33100519859073E-05
517174.394403561,0.00119999801972881,2.83415518866645E-06,2.83415518866645E-09,0.763931453227996,-1.04188966751098,1.80582112073898,,,,3.88773002560556E-05,3.88665196750756E-05
517174.39460356,0.0013999969814904,3.23924289809333E-06,3.23924289809333E-09,0.766490042209625,-1.04223322868347,1.80872327089309,,,,4.44340589587562E-05,4.44232784376836E-05
517174.39480356,0.00159999699098989,3.64430589146084E-06,3.64430589146084E-09,0.768685817718505,-1.0426914691925,1.81137728691101,,,,4.9990478620862E-05,4.99796981596931E-05
517174.39500356,0.00179999700048938,4.04939007759094E-06,4.04939007759094E-09,0.770385205745697,-1.04292058944702,1.81330579519271,,,,5.5547188993017E-05,5.5536408591755E-05
517174.395203559,0.00199999602045864,4.45450250307719E-06,4.45450250307719E-09,0.771912693977356,-1.04339790344238,1.81531059741973,,,,6.11042867363126E-05,6.10935063949617E-05
517174.395403559,0.00219999602995813,4.85959728558858E-06,4.85959728558858E-09,0.773172914981842,-1.04364609718322,1.81681901216507,,,,6.66611424634922E-05,6.66503621820498E-05
517174.395603559,0.00239999598124996,5.26470971107483E-06,5.26470971107483E-09,0.774261236190795,-1.04397058486938,1.81823182106018,,,,7.22182402067878E-05,7.22074599852564E-05
517174.395803558,0.00259999500121921,5.66980091730753E-06,5.66980091730753E-09,0.775292336940765,-1.04431426525116,1.81960660219192,,,,7.77750468766465E-05,7.77642667150231E-05
517174.396003558,0.0027999950107187,6.07489212354024E-06,6.07489212354024E-09,0.776304304599762,-1.04452431201934,1.82082861661911,,,,8.33318535465053E-05,8.33210734447898E-05
517174.396403557,0.00319999398197979,6.88511694802178E-06,6.88511694802178E-09,0.777927279472351,-1.04503977298736,1.82296705245971,,,,9.44460486697089E-05,9.44352686878155E-05
517174.396803556,0.00359999301144853,7.69525702794393E-06,7.69525702794393E-09,0.779149293899536,-1.04547882080078,1.82462811470031,,,,0.000105559081316103,0.000105548301454019
517174.397203556,0.00399999297223985,8.50539003478156E-06,8.50539003478156E-09,0.780199468135833,-1.04587984085083,1.82607930898666,,,,0.000116672016938019,0.000116661237195744
517174.397603555,0.0043999920017086,9.31554426087273E-06,9.31554426087273E-09,0.781345129013061,-1.04645252227783,1.82779765129089,,,,0.000127785243633371,0.000127774464010907
517174.398203554,0.00499999098246917,1.05307967397901E-05,1.05307967397901E-08,0.78277713060379,-1.04700624942779,1.82978338003158,,,,0.000144455373659672,0.000144444594216929
517174.398803554,0.00559999101096764,1.17460810078514E-05,1.17460810078514E-08,0.783980071544647,-1.04738807678222,1.83136814832687,,,,0.000161125939751048,0.000161115160488031
517174.399403554,0.00619999098125845,1.2961361726125E-05,1.2961361726125E-08,0.785068392753601,-1.04792261123657,1.83299100399017,,,,0.000177796457148491,0.000177785678065198
517174.400003555,0.00679999199928716,1.41766919030083E-05,1.41766919030083E-08,0.78609949350357,-1.04834258556366,1.83444207906723,,,,0.000194467652990512,0.000194456874086952
517174.400803555,0.00759999197907746,1.57970356411404E-05,1.57970356411404E-08,0.787226021289825,-1.04870533943176,1.83593136072158,,,,0.000216694590413449,0.000216683811749517
517174.401803556,0.00859999301610515,1.78225377400716E-05,1.78225377400716E-08,0.78854352235794,-1.04927814006805,1.83782166242599,,,,0.000244479255693712,0.000244468477329327
517174.402803556,0.00959999300539494,1.98480398125118E-05,1.98480398125118E-08,0.789650976657867,-1.04969811439514,1.839349091053,,,,0.000272263920610587,0.000272253142545748
517174.403803555,0.0105999920051545,2.18734748098585E-05,2.18734748098585E-08,0.790720224380493,-1.05028998851776,1.84101021289825,,,,0.000300047665430158,0.000300036887664856
517174.405203555,0.0119999920134433,2.4709042708079E-05,2.4709042708079E-08,0.791942238807678,-1.05092000961303,1.84286224842071,,,,0.000338944344418093,0.000338933567072136
517174.407003555,0.0137999919825234,2.83549132347106E-05,2.83549132347106E-08,0.79314512014389,-1.05149281024932,1.84463793039321,,,,0.000388956285798499,0.000388945508991721
517174.408603555,0.0153999920003116,3.15956748856438E-05,3.15956748856438E-08,0.794176220893859,-1.05204641819,1.84622263908386,,,,0.000433411178129545,0.000433400401802035
517174.410403554,0.0171999909798615,3.52414571444193E-05,3.52414571444193E-08,0.795188188552856,-1.05250465869903,1.84769284725189,,,,0.000483421908702597,0.000483411132914252
517174.412403556,0.0191999929957092,3.92923765182495E-05,3.92923765182495E-08,0.796238362789154,-1.05292463302612,1.84916299581527,,,,0.000538990075696152,0.000538979300506888
517174.415403555,0.0221999919740483,4.53688368532392E-05,4.53688368532392E-08,0.797384023666381,-1.05345916748046,1.85084319114685,,,,0.000622343441059523,0.000622332666768892
517174.41820355,0.024999986984767,5.10400821897718E-05,5.10400821897718E-08,0.798415064811706,-1.05382192134857,1.85223698616027,,,,0.00070013830164296,0.000700127528191035
517174.421403545,0.0281999820144847,5.75215630266401E-05,5.75215630266401E-08,0.799427032470703,-1.05408918857574,1.85351622104644,,,,0.000789047503794789,0.000789036731301394
517174.424003541,0.0307999780052342,6.27877242565155E-05,6.27877242565155E-08,0.800305366516113,-1.05439472198486,1.85470008850097,,,,0.000861285655096235,0.00086127488338164
517174.424203541,0.0309999780147336,6.31928190390269E-05,6.31928190390269E-08,0.800419926643371,-1.05437564849853,1.8547955751419,,,,0.000866842510823414,0.000866831739168727
