time/s,reltime/s,C/mA.h,C/A.h,Ewe/V,Ece/V,Ewe-Ece/V
517058.468089916,0.0,0.0,0.0,0.61501008272171,-1.02880835533142,1.64381843805313
517058.468289916,0.00020000000949949026,2.02022777663336e-07,2.02022777663336e-10,0.521981954574585,-1.01629912853241,1.53828108310699
517058.468489916,0.0004000000189989805,4.04222157266404e-07,4.0422215726640396e-10,0.486668497323989,-1.01099920272827,1.49766770005226
517058.468689916,0.0006000000284984708,6.06531023979187e-07,6.06531023979187e-10,0.471087843179702,-1.00813543796539,1.47922328114509
517058.468889916,0.000800000037997961,8.08878739674886e-07,8.088787396748859e-10,0.462533771991729,-1.00687539577484,1.46940916776657
517058.469089916,0.0009999999892897904,1.01121939553154e-06,1.0112193955315399e-09,0.457187473773956,-1.00601637363433,1.46320384740829
517058.469289916,0.0011999999987892807,1.21358830398983e-06,1.21358830398983e-09,0.453177750110626,-1.00546264648437,1.458640396595
517058.469489916,0.001400000008288771,1.41596074899037e-06,1.41596074899037e-09,0.450160890817642,-1.00488996505737,1.45505085587501
517058.469689916,0.0016000000177882612,1.61836143334706e-06,1.61836143334706e-09,0.447907835245132,-1.00441265106201,1.45232048630714
517058.469889916,0.0018000000272877514,1.82075153456793e-06,1.8207515345679301e-09,0.445922046899795,-1.00395441055297,1.44987645745277
517058.470089916,0.0020000000367872417,2.02313102616204e-06,2.02313102616204e-09,0.444222688674926,-1.00372529029846,1.44794797897338
517058.470289916,0.002199999988079071,2.22552466392517e-06,2.2255246639251698e-09,0.442752450704574,-1.00345802307128,1.44621047377586
517058.470489916,0.0023999999975785613,2.42789004908667e-06,2.42789004908667e-09,0.441396802663803,-1.00326716899871,1.44466397166252
517058.470689916,0.0026000000070780516,2.6302836868498e-06,2.6302836868498003e-09,0.440289348363876,-1.0030380487442,1.44332739710807
517058.470889916,0.002800000016577542,2.8327197101381e-06,2.8327197101381e-09,0.439220070838928,-1.00275158882141,1.44197165966033
517058.471289916,0.0032000000355765224,3.23753170172373e-06,3.23753170172373e-09,0.437272489070892,-1.00250339508056,1.43977588415145
517058.471689916,0.003599999996367842,3.64226953188578e-06,3.64226953188578e-09,0.435630410909652,-1.00223612785339,1.43786653876304
517058.472089915,0.003999999025836587,4.04709565639495e-06,4.04709565639495e-09,0.434026539325714,-1.00204527378082,1.43607181310653
517058.472489915,0.0043999989866279066,4.45186173915863e-06,4.45186173915863e-09,0.43268996477127,-1.00172066688537,1.43441063165664
517058.472889915,0.004799999005626887,4.85663489500681e-06,4.85663489500681e-09,0.431315183639526,-1.00149154663085,1.43280673027038
517058.473289915,0.005199999024625868,5.26143983999888e-06,5.26143983999888e-09,0.430265039205551,-1.00122427940368,1.43148931860923
517058.473889916,0.005799999984446913,5.86868076854281e-06,5.86868076854281e-09,0.428622961044311,-1.00097608566284,1.42959904670715
517058.474489916,0.006400000012945384,6.47590760389963e-06,6.47590760389963e-09,0.42709544301033,-1.00088059902191,1.42797604203224
517058.475089917,0.00700000103097409,7.08307084772321e-06,7.08307084772321e-09,0.425854325294494,-1.00067067146301,1.4265249967575
517058.475689917,0.0076000010012649,7.69024819797939e-06,7.69024819797939e-09,0.42459413409233,-1.00046062469482,1.42505475878715
517058.476289917,0.00820000102976337,8.29747854338751e-06,8.297478543387511e-09,0.423333942890167,-1.00036513805389,1.42369908094406
517058.477089917,0.009000001009553671,9.10700008604261e-06,9.107000086042611e-09,0.422169208526611,-1.00028884410858,1.42245805263519
517058.477889915,0.0097999990102835,9.91664881176418e-06,9.91664881176418e-09,0.420928090810775,-1.0000215768814,1.42094966769218
517058.478689914,0.010599998000543565,1.07262445025973e-05,1.07262445025973e-08,0.41978245973587,-1.00000238418579,1.41978484392166
517058.479489913,0.01139999699080363,1.15359285142686e-05,1.1535928514268601e-08,0.418579548597335,-0.999792397022247,1.41837194561958
517058.480489911,0.012399995001032948,1.25480096737543e-05,1.25480096737543e-08,0.417491197586059,-0.99956327676773,1.41705447435379
517058.481489909,0.013399993011262268,1.35600272946887e-05,1.3560027294688699e-08,0.416364639997482,-0.999467849731445,1.41583248972892
517058.482489908,0.014399992011021823,1.45720413790808e-05,1.4572041379080799e-08,0.415199935436248,-0.999296009540557,1.4144959449768
517058.483689906,0.015599990030750632,1.57864985466003e-05,1.57864985466003e-08,0.414035201072692,-0.99912416934967,1.41315937042236
517058.485089903,0.016999987012241036,1.72033422920439e-05,1.72033422920439e-08,0.412946850061416,-0.999009609222412,1.41195645928382
517058.486489901,0.018399985041469336,1.86202107535468e-05,1.8620210753546802e-08,0.411877572536468,-0.998990535736084,1.41086810827255
517058.487889898,0.01979998202295974,2.00371039443545e-05,2.0037103944354498e-08,0.410789221525192,-0.998723268508911,1.4095124900341
517058.489689895,0.021599979023449123,2.18588514857822e-05,2.18588514857822e-08,0.409758150577545,-0.998398721218109,1.40815687179565
517058.491489892,0.023399976023938507,2.36806238094965e-05,2.36806238094965e-08,0.408669799566268,-0.998265027999877,1.40693482756614
517058.493489892,0.025399976002518088,2.57046413818995e-05,2.5704641381899497e-08,0.407657831907272,-0.998207747936248,1.40586557984352
517058.495489893,0.027399977028835565,2.77286483579211e-05,2.77286483579211e-08,0.406550377607345,-0.998016834259033,1.40456721186637
517058.497689893,0.029599977016914636,2.99550136460198e-05,2.99550136460198e-08,0.405423820018768,-0.997825920581817,1.40324974060058
517058.499889893,0.03179997700499371,3.21815626223882e-05,3.21815626223882e-08,0.404373675584793,-0.997902333736419,1.40227600932121
517058.502889893,0.03479997703107074,3.52176012595494e-05,3.52176012595494e-08,0.403247117996215,-0.997501373291015,1.40074849128723
517058.506089893,0.0379999770084396,3.8456044210328e-05,3.8456044210328e-08,0.40212059020996,-0.997520446777343,1.3996410369873
517058.509889891,0.04179997503524646,4.23016892936494e-05,4.23016892936494e-08,0.401108592748642,-0.997291386127471,1.39839997887611
517058.513089885,0.04499996901722625,4.55401640468173e-05,4.55401640468173e-08,0.400077521800994,-0.997138619422912,1.3972161412239
517058.517089879,0.048999963037204,4.95883192618688e-05,4.95883192618688e-08,0.398989170789718,-0.996966838836669,1.39595600962638
517058.520889872,0.05279995599994436,5.34339784383773e-05,5.3433978438377296e-08,0.397938996553421,-0.99690955877304,1.39484855532646
517058.52568987,0.05759995401604101,5.82917293839984e-05,5.8291729383998396e-08,0.396907925605773,-0.996794998645782,1.39370292425155
