time/s,reltime/s,C/mA.h,C/A.h,Ewe/V,Ece/V,Ewe-Ece/V,,soc_init (lookup in 0.2C),,Q/Q_max,soc_cell
517023.29731612,0,2.02131244871351E-07,2.02131244871351E-10,0.386128813028335,-1.01878499984741,1.40491381287574,,0.000347608787119108,,2.77271940838616E-06,0.000350381506527494
517023.29751612,0.00020000000949949,4.04523822996351E-07,4.04523822996351E-10,0.41892322897911,-1.02111780643463,1.44004103541374,,,,5.54902363506654E-06,0.000353157810754175
517023.29771612,0.000400000018998981,6.07032961315578E-07,6.07032961315578E-10,0.435840457677841,-1.02241611480712,1.45825657248497,,,,8.32692676701753E-06,0.000355935713886126
517023.297916119,0.000599998980760574,8.09595068295796E-07,8.09595068295796E-10,0.445215582847595,-1.02382886409759,1.46904444694519,,,,1.11055564923977E-05,0.000358714343611506
517023.298116119,0.000799998990260065,1.01214306884341E-06,1.01214306884341E-09,0.451402008533477,-1.02476441860199,1.47616642713546,,,,1.38839927139014E-05,0.000361492779833009
517023.298316119,0.000999998999759555,1.21475817097557E-06,1.21475817097557E-09,0.455850899219512,-1.02554714679718,1.48139804601669,,,,1.66633493960984E-05,0.000364272136515206
517023.298516118,0.00119999801972881,1.41733797391255E-06,1.41733797391255E-09,0.45924961566925,-1.02623438835144,1.48548400402069,,,,1.94422218643697E-05,0.000367051008983478
517023.298716118,0.00139999797102064,1.6199036306805E-06,1.6199036306805E-09,0.462132811546325,-1.02657806873321,1.48871088027954,,,,2.22209002836831E-05,0.000369829687402791
517023.298916118,0.00159999798052013,1.82248343361748E-06,1.82248343361748E-09,0.464557737112045,-1.02695989608764,1.49151763319969,,,,2.49997727519545E-05,0.000372608559871063
517023.299116117,0.00179999700048938,2.02505262692769E-06,2.02505262692769E-09,0.466753512620925,-1.02749443054199,1.49424794316291,,,,2.77784996835074E-05,0.000375387286802615
517023.299316117,0.00199999700998887,2.22764301300048E-06,2.22764301300048E-09,0.468777477741241,-1.02774262428283,1.49652010202407,,,,3.05575173251095E-05,0.000378166304444218
517023.299516117,0.00219999701948836,2.43025811513265E-06,2.43025811513265E-09,0.470515042543411,-1.02799081802368,1.49850586056709,,,,3.33368740073066E-05,0.000380945661126415
517023.299716116,0.00239999598124996,2.6328131755193E-06,2.6328131755193E-09,0.472309857606887,-1.02816271781921,1.5004725754261,,,,3.61154070715953E-05,0.000383724194190703
517023.299916116,0.00259999599074945,2.83538942866855E-06,2.83538942866855E-09,0.473913758993148,-1.02852547168731,1.50243923068046,,,,3.88942308459335E-05,0.000386503017965042
517023.300116116,0.00279999600024894,3.03799747096167E-06,3.03799747096167E-09,0.475383996963501,-1.02856361865997,1.50394761562347,,,,4.16734906853453E-05,0.000389282277804453
517023.300316115,0.00299999502021819,3.24055608113606E-06,3.24055608113606E-09,0.476911485195159,-1.02871632575988,1.50562781095504,,,,4.44520724435674E-05,0.000392060859562675
517023.300516115,0.00319999497151002,3.44313938087887E-06,3.44313938087887E-09,0.478248059749603,-1.02890729904174,1.50715535879135,,,,4.72309928789968E-05,0.000394839779998105
517023.300716115,0.00339999498100951,3.64574036333296E-06,3.64574036333296E-09,0.479699224233627,-1.02898359298706,1.50868281722068,,,,5.00101558756236E-05,0.000397618942994732
517023.300916114,0.00359999400097877,3.84833780924479E-06,3.84833780924479E-09,0.480902135372161,-1.02909815311431,1.51000028848648,,,,5.27892703600108E-05,0.000400398057479119
517023.301116114,0.00379999401047826,4.05094230175018E-06,4.05094230175018E-09,0.482295989990234,-1.02934634685516,1.51164233684539,,,,5.55684815054894E-05,0.000403177268624597
517023.301316114,0.00399999401997775,4.25351855489942E-06,4.25351855489942E-09,0.483575284481048,-1.02928912639617,1.51286441087722,,,,5.83473052798274E-05,0.000405956092398935
517023.301516113,0.00419999298173934,4.45608066187964E-06,4.45608066187964E-09,0.484720915555954,-1.02953732013702,1.51425823569297,,,,6.11259350052077E-05,0.000408734722124316
517023.301716113,0.00439999299123883,4.65864631864759E-06,4.65864631864759E-09,0.486038386821746,-1.02949917316436,1.51553755998611,,,,6.39046134245211E-05,0.000411513400543629
517023.301916113,0.00459999300073832,4.86124376455942E-06,4.86124376455942E-09,0.487164944410324,-1.02947998046875,1.51664492487907,,,,6.66837279089084E-05,0.000414292515028016
517023.302116112,0.00479999202070758,5.06382706430223E-06,5.06382706430223E-09,0.488196015357971,-1.02967095375061,1.51786696910858,,,,6.94626483443379E-05,0.000417071435463446
517023.302316112,0.00499999197199941,5.26644216643439E-06,5.26644216643439E-09,0.489513486623764,-1.02970910072326,1.51922258734703,,,,7.22420050265348E-05,0.000419850792145643
517023.302716111,0.00539999100146815,5.67159116268157E-06,5.67159116268157E-09,0.491518348455429,-1.02990007400512,1.52141842246055,,,,7.7799604426359E-05,0.000425408391545467
517023.302916111,0.00559999101096764,5.87418860859341E-06,5.87418860859341E-09,0.492625802755355,-1.02988100051879,1.52250680327415,,,,8.05787189107464E-05,0.000428187506029854
