time/s,reltime/s,C/mA.h,C/A.h,Ewe/V,Ece/V,Ewe-Ece/V,,soc_init (lookup in 0.2C),,Q/Q_max,soc_cell
515876.533370503,0,8.08214479022555E-08,8.08214479022555E-11,0.223730579018592,-1.00619554519653,1.22992612421512,,0.000510415415779126,,1.10866183679363E-06,0.00051152407761592
515876.533570503,0.00020000000949949,1.61801828278435E-07,1.61801828278435E-10,0.238141924142837,-1.00737643241882,1.24551835656166,,,,2.21950381726248E-06,0.000512634919596389
515876.533770503,0.000400000018998981,2.42842250400119E-07,2.42842250400119E-10,0.246619626879692,-1.00982022285461,1.2564398497343,,,,3.33116941563949E-06,0.000513746585194766
515876.533970503,0.000600000028498471,3.23886209064059E-07,3.23886209064059E-10,0.251354932785034,-1.01144301891326,1.2627979516983,,,,4.44288352625595E-06,0.000514858299305382
515876.534170503,0.0007999999797903,4.04965486791398E-07,4.04965486791398E-10,0.254600882530212,-1.01270306110382,1.26730394363403,,,,5.55508212333879E-06,0.000515970497902465
515876.534370503,0.00099999998928979,4.86020041836632E-07,4.86020041836632E-10,0.257006734609603,-1.01388669013977,1.27089342474937,,,,6.66694158897986E-06,0.000517082357368106
515876.534570503,0.00119999999878928,5.67124042246076E-07,5.67124042246076E-10,0.258744269609451,-1.01484131813049,1.27358558773994,,,,7.77947931750447E-06,0.000518194895096631
515876.534770503,0.00140000000828877,6.4817859729131E-07,6.4817859729131E-10,0.260233610868454,-1.01564311981201,1.27587673068046,,,,8.89133878314554E-06,0.000519306754562272
515876.534970503,0.00160000001778826,7.29268471399942E-07,7.29268471399942E-10,0.261474698781967,-1.01625406742095,1.27772876620292,,,,1.0003682735253E-05,0.000520419098514379
515876.535170503,0.00180000002728775,8.10365405347612E-07,8.10365405347612E-10,0.262620329856872,-1.01692235469818,1.27954268455505,,,,1.11161235301456E-05,0.000521531539309272
515876.535570503,0.00219999998807907,9.72520424260033E-07,9.72520424260033E-10,0.264587014913559,-1.01785778999328,1.28244480490684,,,,1.33404722120718E-05,0.000523755887991198
515876.535970503,0.00260000000707805,1.13465778032938E-06,1.13465778032938E-09,0.266209989786148,-1.01867878437042,1.28488877415657,,,,1.55645786053413E-05,0.000525979994384467
515876.536370503,0.00300000002607703,1.29680926269955E-06,1.29680926269955E-09,0.26777571439743,-1.01928973197937,1.2870654463768,,,,1.77888787750281E-05,0.000528204294554154
