reltime/s,C/mA.h,C/A.h,Ewe/V,soc,soc_cell
8712.691508524993,0.0352505015504947,3.52505015504947e-05,0.482448726892471,0.5311293257569285,0.4755207454881209
8722.691701073956,0.0352909623074294,3.52909623074294e-05,0.482315093278884,0.5305911529210845,0.4749187447590335
8732.691893622978,0.0353314227960729,3.53314227960729e-05,0.482410550117492,0.53005298365381,0.474316748021752
8742.692086172,0.035371883297546,3.5371883297546004e-05,0.482315093278884,0.5295148142158879,0.4737147510935838
8752.692278720962,0.0354123436360058,3.5412343636005806e-05,0.482353270053863,0.5289766469462229,0.47311275659083046
8762.692471270973,0.0354528033688877,3.54528033688877e-05,0.482353270053863,0.5284384877314141,0.47251077109824813
8772.692663820984,0.0354932634574858,3.54932634574858e-05,0.482200503349304,0.5279003237851863,0.47190878031309524
8782.692856369948,0.0355337237536744,3.55337237536744e-05,0.482047766447067,0.5273621570777751,0.4713067864392797
8792.693048919959,0.0355741836247092,3.5574183624709203e-05,0.481914103031158,0.5268239960253798,0.470704798891171
8802.69324146898,0.035614643462514,3.5614643462514e-05,0.481837719678878,0.5262858354149804,0.4701028118374796
8812.693434018991,0.0356551035082648,3.56551035082648e-05,0.481933206319809,0.525747672038669,0.4695008216898358
8822.693626567954,0.035695563710945,3.5695563710945e-05,0.481894999742507,0.5252095065750231,0.4688988292072974
8832.693819116976,0.0357360237626983,3.5736023762698296e-05,0.481914103031158,0.5246713431188716,0.4682968389703445
8842.694011666987,0.0357764840583917,3.5776484058391695e-05,0.4817995429039,0.5241331764180472,0.46769484510389686
8852.69420421595,0.0358169444749172,3.58169444749172e-05,0.481780439615249,0.5235950081100221,0.46709284943963275
8862.69439676596,0.03585740501758,3.585740501758e-05,0.481646806001663,0.5230568381242313,0.46649085189861805
8872.694589315972,0.0358978649986661,3.5897864998666104e-05,0.481551319360733,0.522518675608032,0.46588886271309665
8882.694781864993,0.035938324892287,3.5938324892287004e-05,0.481513142585754,0.5219805142552166,0.4652868748289378
8892.694974414946,0.0359787849165412,3.5978784916541194e-05,0.481455862522125,0.5214423511648338,0.46468488500113414
8902.695166963967,0.0360192447192361,3.60192447192361e-05,0.481379479169845,0.5209041910214349,0.4640828984698299
8912.695359513978,0.0360597040704132,3.60597040704132e-05,0.481417655944824,0.5203660368837222,0.4634809186564929
8922.695552063,0.0361001629351673,3.61001629351673e-05,0.481341302394866,0.5198278892159738,0.4628789460804651
8932.695744612953,0.0361406223612961,3.61406223612961e-05,0.481303095817565,0.5192897340813205,0.4622769651519492
8942.695937161974,0.0361810819334256,3.61810819334256e-05,0.481188535690307,0.5187515770046967,0.46167498205114293
