time/s,reltime/s,C/mA.h,C/A.h,Ewe/V,Ece/V,Ewe-Ece/V
439286.422434603,0.0,0.0,0.0,0.797778308391571,-1.02672350406646,1.82450181245803
439286.422634603,0.00020000000949949026,4.04878209034601e-09,4.04878209034601e-12,0.795212030410766,-1.02704429626464,1.82225632667541
439286.422834603,0.0004000000189989805,8.0975993639893e-09,8.0975993639893e-12,0.792247712612152,-1.02527987957,1.81752759218215
439286.423634601,0.0011999980197288096,2.42933643360932e-08,2.42933643360932e-11,0.790949344635009,-1.02354252338409,1.8144918680191
439286.426234597,0.003799994010478258,7.69300419423315e-08,7.69300419423315e-11,0.789784610271453,-1.02262616157531,1.81241077184677
439286.432434593,0.009999989997595549,2.02449146244261e-07,2.02449146244261e-10,0.788658082485199,-1.02184331417083,1.81050139665603
439286.440634592,0.01819998904829845,3.68459249950117e-07,3.68459249950117e-10,0.787626981735229,-1.02127063274383,1.80889761447906
439286.450234586,0.02779998304322362,5.62810085299942e-07,5.62810085299942e-10,0.786557734012603,-1.02102243900299,1.80758017301559
439286.45983457,0.037399967026431113,7.57163152098655e-07,7.57163152098655e-10,0.785373926162719,-1.02071690559387,1.80609083175659
439286.47063457,0.04819996701553464,9.75809369650152e-07,9.75809369650152e-10,0.784361958503723,-1.02048778533935,1.80484974384307
439286.480034565,0.057599961990490556,1.16611450041333e-06,1.1661145004133302e-09,0.783330857753753,-1.02035415172576,1.80368500947952
439286.490634547,0.06819994404213503,1.38071430060598e-06,1.3807143006059801e-09,0.782261610031127,-1.02027785778045,1.80253946781158
439286.502434546,0.07999994303099811,1.61960675857133e-06,1.61960675857133e-09,0.781230509281158,-1.02006781101226,1.80129832029342
439286.51263454,0.09019993699621409,1.82610581815242e-06,1.8261058181524201e-09,0.780142188072204,-1.02016329765319,1.8003054857254
439286.524234522,0.10179991903714836,2.06094822163383e-06,2.06094822163383e-09,0.779092013835907,-1.01991510391235,1.79900711774826
439286.533434522,0.11099991900846362,2.24720156772269e-06,2.24720156772269e-09,0.77808004617691,-1.02008688449859,1.7981669306755
439286.546234512,0.12379990902263671,2.50634080047408e-06,2.50634080047408e-09,0.777029871940612,-1.01985776424408,1.79688763618469
439286.556234499,0.1337998959934339,2.70878920124636e-06,2.70878920124636e-09,0.775884211063385,-1.01993417739868,1.79581838846206
439286.5690345,0.1465998970088549,2.96792348515656e-06,2.96792348515656e-09,0.774872243404388,-1.01972413063049,1.79459637403488
439286.580634484,0.15819988102884963,3.20276822356714e-06,3.20276822356714e-09,0.773764789104461,-1.01972413063049,1.79348891973495
439286.591834476,0.16939987300429493,3.42951189974943e-06,3.4295118997494303e-09,0.772733747959137,-1.01968598365783,1.79241973161697
439286.604434473,0.18199986999388784,3.6845990286933e-06,3.6845990286932998e-09,0.771702647209167,-1.0195904970169,1.79129314422607
439286.614434456,0.19199985300656408,3.88705068247185e-06,3.88705068247185e-09,0.770652472972869,-1.0196669101715,1.79031938314437
439286.627834453,0.20539985003415495,4.15833431606491e-06,4.15833431606491e-09,0.769640505313873,-1.01951420307159,1.78915470838546
439286.637234447,0.21479984401958063,4.34863732548223e-06,4.34863732548223e-09,0.768628537654876,-1.01951420307159,1.78814274072647
439286.65083443,0.2283998270286247,4.62397112324833e-06,4.62397112324833e-09,0.767540216445922,-1.019380569458,1.78692078590393
439286.663634431,0.24119982804404572,4.88310869824555e-06,4.88310869824555e-09,0.766470909118652,-1.01936137676239,1.78583228588104
439286.674034414,0.2515998110175133,5.09365791537695e-06,5.09365791537695e-09,0.765439867973327,-1.01947593688964,1.78491580486297
439286.687234406,0.2647998030297458,5.36089697811338e-06,5.36089697811338e-09,0.764370620250701,-1.01932322978973,1.78369385004043
439286.699034402,0.27659979899181053,5.59978898076547e-06,5.59978898076547e-09,0.763263165950775,-1.01943778991699,1.78270095586776
439286.712034382,0.28959977900376543,5.86297374425663e-06,5.86297374425663e-09,0.762251198291778,-1.01920866966247,1.78145986795425
439286.724834383,0.30239978001918644,6.12211117520928e-06,6.12211117520928e-09,0.761239171028137,-1.01920866966247,1.78044784069061
439286.735834369,0.31339976604795083,6.34480903670191e-06,6.34480903670191e-09,0.760112643241882,-1.01924681663513,1.77935945987701
439286.74983436,0.3273997569922358,6.62824110355642e-06,6.62824110355642e-09,0.759043395519256,-1.01907503604888,1.77811843156814
439286.762434354,0.339999751013238,6.88333056660162e-06,6.883330566601621e-09,0.75803142786026,-1.01915144920349,1.77718287706375
439286.774034335,0.35159973200643435,7.11817148700356e-06,7.1181714870035604e-09,0.75700032711029,-1.01924681663513,1.77624714374542
439286.787634337,0.3651997339911759,7.39350758203202e-06,7.39350758203202e-09,0.755950152873992,-1.01896047592163,1.77491062879562
439286.798434322,0.37599971902091056,7.6121555318435e-06,7.612155531843501e-09,0.754938185214996,-1.01911318302154,1.77405136823654
439286.811834313,0.3893997099949047,7.88344263368182e-06,7.88344263368182e-09,0.753926217555999,-1.01917052268981,1.77309674024581
439286.825834306,0.40339970303466544,8.16687636242972e-06,8.16687636242972e-09,0.752837896347045,-1.01890325546264,1.77174115180969
439286.837034289,0.41459968604613096,8.39362208876345e-06,8.393622088763449e-09,0.751825869083404,-1.01907503604888,1.77090090513229
439286.850434291,0.427999688021373,8.6649043481383e-06,8.6649043481383e-09,0.750775694847106,-1.01882684230804,1.76960253715515
439286.863834271,0.4413996679941192,8.93619028230508e-06,8.93619028230508e-09,0.749687373638153,-1.0189414024353,1.76862877607345
439286.876434267,0.4539996639941819,9.19128083727426e-06,9.19128083727426e-09,0.748675405979156,-1.0190178155899,1.76769322156906
439286.888834258,0.4663996550370939,9.44231960839695e-06,9.44231960839695e-09,0.747663438320159,-1.01897954940795,1.76664298772811
439286.903834243,0.48139964003348723,9.74599706878264e-06,9.74599706878264e-09,0.746651411056518,-1.01878869533538,1.7654401063919
439286.914234245,0.4917996420408599,9.95654533099797e-06,9.95654533099797e-09,0.745639443397522,-1.01897954940795,1.76461899280548
439286.929434219,0.5069996160455048,1.02642720014684e-05,1.02642720014684e-08,0.744589269161224,-1.01888418197631,1.76347345113754
439286.94243422,0.5199996170122176,1.05274566594097e-05,1.05274566594097e-08,0.743539094924926,-1.01878869533538,1.76232779026031
439286.954834206,0.5323996029910631,1.07784935227698e-05,1.07784935227698e-08,0.742431700229644,-1.01892232894897,1.76135402917861
439286.970634197,0.5481995940208435,1.10983645212319e-05,1.10983645212319e-08,0.741381525993347,-1.0188649892807,1.76024651527404
439286.984834184,0.562399581016507,1.13858481997417e-05,1.1385848199741701e-08,0.74036955833435,-1.01855957508087,1.75892913341522
439286.997634174,0.5751995710306801,1.16449834422932e-05,1.16449834422932e-08,0.739338457584381,-1.01867413520813,1.75801259279251
439287.011234169,0.5887995660305023,1.19203137734697e-05,1.19203137734697e-08,0.738288283348083,-1.01875042915344,1.75703871250152
439287.02623415,0.603799547010567,1.22239887627462e-05,1.2223988762746201e-08,0.737276315689086,-1.01848316192627,1.75575947761535
439287.038834151,0.6163995480164886,1.24790767389867e-05,1.24790767389867e-08,0.73626434803009,-1.0186550617218,1.75491940975189
439287.052634129,0.6301995260291733,1.27584592493044e-05,1.27584592493044e-08,0.73523324728012,-1.01867413520813,1.75390738248825
439287.069234128,0.6467995250131935,1.30945283087591e-05,1.30945283087591e-08,0.734183073043823,-1.01867413520813,1.75285720825195
439287.084434105,0.6619995020446368,1.34022544121576e-05,1.3402254412157601e-08,0.733056545257568,-1.01852142810821,1.75157797336578
439287.097634103,0.6751994999940507,1.36694907529486e-05,1.36694907529486e-08,0.732044577598571,-1.01854050159454,1.75058507919311
439287.112234087,0.6897994840401225,1.3965068070011e-05,1.3965068070011e-08,0.730994403362274,-1.01855957508087,1.74955397844314
